"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"race and age","30-44 others","16","1996","NA","NA","NA","NA"
"race and age","30-44 others","36","2000","NA","NA","NA","NA"
"race and age","30-44 others","19","2004","NA","NA","NA","NA"
"race and age","30-44 others","22","2008","NA","NA","NA","NA"
"race and age","30-44 others","36","2012","61.2","46.4","53.8","57.5"
"race and age","30-44 others","83","2016","47.8","22.9","35.4","62.3"
"race and age","30-44 others","208","2020","49.5","34.3","41.5","57.2"
"race and age","30-44 others","114","2024","46.5","39.3","42.9","53.6"
"race and age","45-59 others","1","1968","NA","NA","NA","NA"
"race and age","45-59 others","4","1972","NA","NA","NA","NA"
"race and age","45-59 others","5","1976","NA","NA","NA","NA"
"race and age","45-59 others","3","1980","NA","NA","NA","NA"
"race and age","45-59 others","10","1984","NA","NA","NA","NA"
"race and age","45-59 others","9","1988","NA","NA","NA","NA"
"race and age","45-59 others","18","1992","NA","NA","NA","NA"
"race and age","45-59 others","12","1996","NA","NA","NA","NA"
"race and age","45-59 others","30","2000","NA","NA","NA","NA"
"race and age","45-59 others","11","2004","NA","NA","NA","NA"
"race and age","45-59 others","29","2008","NA","NA","NA","NA"
"race and age","45-59 others","41","2012","63.1","39.5","51.4","61.9"
"race and age","45-59 others","103","2016","47.2","35.8","41.5","55.8"
"race and age","45-59 others","182","2020","52.4","40.4","46.3","55.9"
"race and age","45-59 others","98","2024","44.5","43.1","43.8","50.7"
"race and age","60+ others","1","1972","NA","NA","NA","NA"
"race and age","60+ others","2","1980","NA","NA","NA","NA"
"race and age","60+ others","6","1984","NA","NA","NA","NA"
"race and age","60+ others","5","1988","NA","NA","NA","NA"
"race and age","60+ others","3","1992","NA","NA","NA","NA"
"race and age","60+ others","6","1996","NA","NA","NA","NA"
"race and age","60+ others","17","2000","NA","NA","NA","NA"
"race and age","60+ others","9","2004","NA","NA","NA","NA"
"race and age","60+ others","10","2008","NA","NA","NA","NA"
"race and age","60+ others","30","2012","57.5","47.4","51.4","53.9"
"race and age","60+ others","84","2016","47.9","36.9","42.4","55.5"
"race and age","60+ others","171","2020","55.4","43.4","48.9","55.5"
"race and age","60+ others","115","2024","50.5","37.6","44","56.4"
"race and region","Whites in South","268","1968","51.5","67.3","59.4","42.2"
"race and region","Whites in South","533","1972","39.4","72.4","55.7","33.7"
"race and region","Whites in South","421","1976","63.4","62.7","63","50.4"
"race and region","Whites in South","329","1980","57.3","61.4","59.1","47.7"
"race and region","Whites in South","400","1984","52.5","68.2","60.1","42.2"
"race and region","Whites in South","372","1988","51","67.9","59.4","41.5"
"race and region","Whites in South","475","1992","53","58.2","55.5","47.5"
"race and region","Whites in South","388","1996","54.2","54.7","54.4","49.8"
"race and region","Whites in South","383","2000","49.2","64.6","56.8","42.2"
"race and region","Whites in South","220","2004","42.7","69.2","56.1","36.6"
"race and region","Whites in South","440","2008","45.7","60.3","53","42.7"
"race and region","Whites in South","246","2012","41.6","59.8","50.6","40.9"
"race and region","Whites in South","850","2016","28.2","52.9","40.4","37.5"
"race and region","Whites in South","1629","2020","33.6","59.7","46.5","37"
"race and region","Whites in South","1145","2024","33.3","53.8","43.5","39.8"
"race and region","Whites in Nonsouth","898","1968","61.1","67.8","64.5","46.6"
"race and region","Whites in Nonsouth","1791","1972","47.7","66.6","57","40.5"
"race and region","Whites in Nonsouth","1473","1976","60","62.6","61.3","48.8"
"race and region","Whites in Nonsouth","975","1980","52.9","56.3","54.5","48.2"
"race and region","Whites in Nonsouth","1383","1984","54.8","63.3","59","45.8"
"race and region","Whites in Nonsouth","1135","1988","53.8","61.8","57.8","46"
"race and region","Whites in Nonsouth","1407","1992","53.3","52.4","52.8","50.5"
"race and region","Whites in Nonsouth","932","1996","55.1","52.2","53.7","51.5"
"race and region","Whites in Nonsouth","954","2000","56.7","55.7","56.1","50.5"
"race and region","Whites in Nonsouth","627","2004","51.2","55.2","53","48.1"
"race and region","Whites in Nonsouth","692","2008","55.9","51.3","53.6","52.4"
"race and region","Whites in Nonsouth","672","2012","52.2","51.2","51.6","50.5"
"race and region","Whites in Nonsouth","2181","2016","36.9","40","38.4","48.4"
"race and region","Whites in Nonsouth","4272","2020","44.2","44.6","44.2","49.8"
"race and region","Whites in Nonsouth","2796","2024","43.8","42","42.8","50.9"
"race and region","Blacks in South","56","1968","86.1","56","71","65"
"race and region","Blacks in South","134","1972","77.8","54.6","66.2","61.6"
"race and region","Blacks in South","102","1976","85.9","49.8","67.4","68.4"
"race and region","Blacks in South","75","1980","78.9","43.3","61.3","68.1"
"race and region","Blacks in South","132","1984","80.8","43.7","61.6","68.9"
"race and region","Blacks in South","137","1988","70.3","49.9","59.6","60.3"
"race and region","Blacks in South","177","1992","71.1","44.2","57.2","64.1"
"race and region","Blacks in South","118","1996","83.1","51.2","66.8","65.6"
"race and region","Blacks in South","119","2000","72","51.7","61.3","60.4"
"race and region","Blacks in South","98","2004","69.4","40.7","54.9","64.4"
"race and region","Blacks in South","283","2008","84.7","39.4","62.2","72.5"
"race and region","Blacks in South","309","2012","89.4","30.7","60.2","79.4"
"race and region","Blacks in South","200","2016","76.3","14.6","45.3","80.7"
"race and region","Blacks in South","346","2020","76.1","16.3","46","79.8"
"race and region","Blacks in South","264","2024","70.4","25.2","47.7","72.5"
"race and region","Blacks in Nonsouth","74","1968","85.9","54","70.2","66.2"
"race and region","Blacks in Nonsouth","123","1972","76.1","43.8","59.6","66.5"
"race and region","Blacks in Nonsouth","108","1976","77.6","44.6","60.9","66.5"
"race and region","Blacks in Nonsouth","87","1980","75.2","40.2","57.7","67.5"
"race and region","Blacks in Nonsouth","105","1984","72.7","31.5","52","70.6"
"race and region","Blacks in Nonsouth","110","1988","67.9","40.9","54.5","63.4"
"race and region","Blacks in Nonsouth","127","1992","66.3","35","50.7","65.6"
"race and region","Blacks in Nonsouth","71","1996","77.7","41.2","59.9","68.7"
"race and region","Blacks in Nonsouth","78","2000","67.1","45","56.4","60.6"
"race and region","Blacks in Nonsouth","77","2004","64.7","40.4","52.4","62.4"
"race and region","Blacks in Nonsouth","274","2008","84.2","34.3","59.5","75.2"
"race and region","Blacks in Nonsouth","204","2012","88.6","28.6","58.6","80"
"race and region","Blacks in Nonsouth","193","2016","69.2","12.6","40.7","78.3"
"race and region","Blacks in Nonsouth","361","2020","74.4","13.9","44.1","80.3"
"race and region","Blacks in Nonsouth","242","2024","77.7","17.4","47.5","80.1"
"race and region","Hispanics in South","2","1968","NA","NA","NA","NA"
"race and region","Hispanics in South","13","1972","NA","NA","NA","NA"
"race and region","Hispanics in South","15","1976","NA","NA","NA","NA"
"race and region","Hispanics in South","23","1980","NA","NA","NA","NA"
"race and region","Hispanics in South","74","1984","65.2","60.9","63.1","52.2"
"race and region","Hispanics in South","74","1988","69.8","63.4","66.2","53.2"
"race and region","Hispanics in South","93","1992","63.7","65.1","64.2","49.5"
"race and region","Hispanics in South","63","1996","70","55.1","63.1","58"
"race and region","Hispanics in South","42","2000","65.8","55.2","60.3","55.2"
"race and region","Hispanics in South","44","2004","52.2","71.9","61.6","40.5"
"race and region","Hispanics in South","270","2008","64.5","53.5","58.8","55.4"
"race and region","Hispanics in South","158","2012","67","41.7","54.9","63.1"
"race and region","Hispanics in South","181","2016","53.4","25.9","39.6","63.7"
"race and region","Hispanics in South","284","2020","57.6","33.6","45.4","62.1"
"race and region","Hispanics in South","213","2024","50.1","43.2","46.5","53.5"
"race and region","Hispanics in Nonsouth","10","1968","NA","NA","NA","NA"
"race and region","Hispanics in Nonsouth","26","1972","NA","NA","NA","NA"
"race and region","Hispanics in Nonsouth","27","1976","NA","NA","NA","NA"
"race and region","Hispanics in Nonsouth","40","1980","57.3","61","59.1","48.1"
"race and region","Hispanics in Nonsouth","73","1984","65.7","55.4","60.5","55.2"
"race and region","Hispanics in Nonsouth","87","1988","67.9","55.5","61.8","56.2"
"race and region","Hispanics in Nonsouth","123","1992","63","49.6","56.1","56.9"
"race and region","Hispanics in Nonsouth","84","1996","71.6","43.5","57.6","64"
"race and region","Hispanics in Nonsouth","96","2000","59.4","54.3","56.9","52.6"
"race and region","Hispanics in Nonsouth","68","2004","61.2","48.1","54.8","56.4"
"race and region","Hispanics in Nonsouth","247","2008","68.7","45.9","57.4","61.5"
"race and region","Hispanics in Nonsouth","315","2012","71.7","38.5","55.2","66.6"
"race and region","Hispanics in Nonsouth","268","2016","59.3","18.9","39.1","70.1"
"race and region","Hispanics in Nonsouth","463","2020","54.4","29.8","41.9","62.1"
"race and region","Hispanics in Nonsouth","368","2024","53.6","34.4","43.8","59.9"
"race and region","Others in South","1","1972","NA","NA","NA","NA"
"race and region","Others in South","4","1976","NA","NA","NA","NA"
"race and region","Others in South","4","1980","NA","NA","NA","NA"
"race and region","Others in South","20","1984","NA","NA","NA","NA"
"race and region","Others in South","26","1988","NA","NA","NA","NA"
"race and region","Others in South","23","1992","NA","NA","NA","NA"
"race and region","Others in South","16","1996","NA","NA","NA","NA"
"race and region","Others in South","27","2000","NA","NA","NA","NA"
"race and region","Others in South","7","2004","NA","NA","NA","NA"
"race and region","Others in South","17","2008","NA","NA","NA","NA"
"race and region","Others in South","44","2012","69","41","55","64"
"race and region","Others in South","102","2016","40.1","37.3","38.8","51.3"
"race and region","Others in South","207","2020","50.8","36.8","43.4","56.7"
"race and region","Others in South","115","2024","41.2","42.6","41.9","49.3"
"race and region","Others in Nonsouth","3","1968","NA","NA","NA","NA"
"race and region","Others in Nonsouth","18","1972","NA","NA","NA","NA"
"race and region","Others in Nonsouth","9","1976","NA","NA","NA","NA"
"race and region","Others in Nonsouth","12","1980","NA","NA","NA","NA"
"race and region","Others in Nonsouth","23","1984","NA","NA","NA","NA"
"race and region","Others in Nonsouth","29","1988","NA","NA","NA","NA"
"race and region","Others in Nonsouth","29","1992","NA","NA","NA","NA"
"race and region","Others in Nonsouth","24","1996","NA","NA","NA","NA"
"race and region","Others in Nonsouth","73","2000","61.5","53.5","57.5","54"
"race and region","Others in Nonsouth","46","2004","53.4","54.8","54.1","49.3"
"race and region","Others in Nonsouth","59","2008","66.7","44.3","55.5","61.3"
"race and region","Others in Nonsouth","97","2012","62.6","42.9","52.6","59.6"
"race and region","Others in Nonsouth","246","2016","47","27.8","37.4","59.6"
"race and region","Others in Nonsouth","505","2020","53.9","33.4","43.5","60"
"race and region","Others in Nonsouth","302","2024","49.2","39","44","55.1"
"race and knowledge","Less knowledgeable whites","319","1968","61.5","65.8","63.5","47.9"
"race and knowledge","Less knowledgeable whites","338","1972","48.1","67.5","57.5","40.4"
"race and knowledge","Less knowledgeable whites","579","1976","63.3","63.2","63.2","50.2"
"race and knowledge","Less knowledgeable whites","281","1980","58.7","56.5","57.4","50.9"
"race and knowledge","Less knowledgeable whites","625","1984","55.7","64.2","59.8","45.9"
"race and knowledge","Less knowledgeable whites","462","1988","53.5","61.5","57.5","46"
"race and knowledge","Less knowledgeable whites","598","1992","55.4","54.6","54.7","50.6"
"race and knowledge","Less knowledgeable whites","256","1996","57","52.5","54.7","52.2"
"race and knowledge","Less knowledgeable whites","511","2000","55.3","57.3","56.3","49.1"
"race and knowledge","Less knowledgeable whites","310","2004","47.7","64","55.6","42"
"race and knowledge","Less knowledgeable whites","569","2008","52.4","51.9","52","50.3"
"race and knowledge","Less knowledgeable whites","149","2012","45.2","57.3","51.2","43.9"
"race and knowledge","Less knowledgeable whites","712","2016","31.2","48.1","39.6","41.3"
"race and knowledge","Less knowledgeable whites","1619","2020","38.3","49.9","43.9","44.2"
"race and knowledge","Less knowledgeable whites","1238","2024","34.7","50.9","42.8","41.9"
"race and knowledge","More knowledgeable whites","844","1968","57.9","68.4","63.2","44.8"
"race and knowledge","More knowledgeable whites","626","1972","43.7","69.2","56.4","37.3"
"race and knowledge","More knowledgeable whites","1051","1976","58.4","63.2","60.8","47.7"
"race and knowledge","More knowledgeable whites","858","1980","51.7","58.6","55.1","46.6"
"race and knowledge","More knowledgeable whites","925","1984","52.3","65.5","58.9","43.4"
"race and knowledge","More knowledgeable whites","879","1988","52.6","64","58.3","44.3"
"race and knowledge","More knowledgeable whites","1124","1992","52.2","53.5","52.9","49.3"
"race and knowledge","More knowledgeable whites","950","1996","54.7","53.7","54.1","50.5"
"race and knowledge","More knowledgeable whites","681","2000","53.4","59.1","56.1","47"
"race and knowledge","More knowledgeable whites","446","2004","49.2","55.5","52.4","46.8"
"race and knowledge","More knowledgeable whites","465","2008","50.8","59.3","55.1","45.8"
"race and knowledge","More knowledgeable whites","450","2012","50.4","53.6","51.9","48.4"
"race and knowledge","More knowledgeable whites","2204","2016","35.8","41.6","38.6","47.1"
"race and knowledge","More knowledgeable whites","4171","2020","42.6","48.2","45.2","47.3"
"race and knowledge","More knowledgeable whites","2451","2024","45.3","40.9","43.1","52.2"
"race and knowledge","Less knowledgeable blacks","58","1968","83.6","55.7","69.9","64.2"
"race and knowledge","Less knowledgeable blacks","44","1972","78.5","45","61.3","67.2"
"race and knowledge","Less knowledgeable blacks","81","1976","84.4","50.5","67","67.4"
"race and knowledge","Less knowledgeable blacks","68","1980","78.1","47.9","63.1","65.4"
"race and knowledge","Less knowledgeable blacks","128","1984","76.9","41.2","58.6","68"
"race and knowledge","Less knowledgeable blacks","116","1988","67.9","48.3","57.9","60.1"
"race and knowledge","Less knowledgeable blacks","182","1992","69","42.1","55","64.1"
"race and knowledge","Less knowledgeable blacks","70","1996","79.9","52.6","66.2","63.7"
"race and knowledge","Less knowledgeable blacks","89","2000","71.6","51.9","61.8","59.7"
"race and knowledge","Less knowledgeable blacks","75","2004","68.9","40.1","54.2","64.7"
"race and knowledge","Less knowledgeable blacks","355","2008","85","35.7","60.7","74.7"
"race and knowledge","Less knowledgeable blacks","65","2012","89.8","34.1","62","77.8"
"race and knowledge","Less knowledgeable blacks","117","2016","73.6","13.7","43.3","79.9"
"race and knowledge","Less knowledgeable blacks","329","2020","76.5","14.4","45.4","81.1"
"race and knowledge","Less knowledgeable blacks","178","2024","70.8","24.4","47.6","73.2"
"race and knowledge","More knowledgeable blacks","71","1968","88.4","54.2","71.3","67.1"
"race and knowledge","More knowledgeable blacks","61","1972","78.2","46.6","62.5","65.8"
"race and knowledge","More knowledgeable blacks","78","1976","81","44.9","62.8","68"
"race and knowledge","More knowledgeable blacks","74","1980","78.2","36","57.3","71.3"
"race and knowledge","More knowledgeable blacks","75","1984","77.8","32.7","55.1","72.4"
"race and knowledge","More knowledgeable blacks","85","1988","73.1","44.6","58.9","64.3"
"race and knowledge","More knowledgeable blacks","97","1992","72","35.9","54","68"
"race and knowledge","More knowledgeable blacks","85","1996","83","43.5","63.2","69.6"
"race and knowledge","More knowledgeable blacks","64","2000","68.1","43.8","55.6","62.3"
"race and knowledge","More knowledgeable blacks","77","2004","67.5","41.4","54.4","63"
"race and knowledge","More knowledgeable blacks","143","2008","83.2","38.4","60.8","72.4"
"race and knowledge","More knowledgeable blacks","249","2012","88.8","26.5","57.7","81.2"
"race and knowledge","More knowledgeable blacks","265","2016","72.9","13.7","43.2","79.6"
"race and knowledge","More knowledgeable blacks","354","2020","74.5","15.5","44.8","79.4"
"race and knowledge","More knowledgeable blacks","289","2024","75.2","20.3","47.7","77.4"
"race and knowledge","Less knowledgeable Hispanics","6","1968","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","2","1972","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","17","1976","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","26","1980","60.4","67.1","63.8","46.6"
"race and knowledge","Less knowledgeable Hispanics","63","1984","69.3","57.9","63.3","56.1"
"race and knowledge","Less knowledgeable Hispanics","75","1988","71.2","56.7","63.5","57.3"
"race and knowledge","Less knowledgeable Hispanics","101","1992","65.1","60.2","62.3","52.8"
"race and knowledge","Less knowledgeable Hispanics","37","1996","68.7","47.4","59","61.6"
"race and knowledge","Less knowledgeable Hispanics","60","2000","62.8","53.5","58.1","54.7"
"race and knowledge","Less knowledgeable Hispanics","48","2004","57.1","60.4","57.9","49.3"
"race and knowledge","Less knowledgeable Hispanics","319","2008","67.5","47","57.2","60.2"
"race and knowledge","Less knowledgeable Hispanics","63","2012","62.9","51.9","57.4","55.6"
"race and knowledge","Less knowledgeable Hispanics","158","2016","58.3","24.9","41.6","66.7"
"race and knowledge","Less knowledgeable Hispanics","306","2020","58.9","27.2","42.9","66"
"race and knowledge","Less knowledgeable Hispanics","229","2024","42.8","47.2","44.7","48.1"
"race and knowledge","More knowledgeable Hispanics","6","1968","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","7","1972","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","15","1976","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","23","1980","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","50","1984","62.3","60.8","61.6","50.8"
"race and knowledge","More knowledgeable Hispanics","56","1988","66.8","61.5","64.2","52.6"
"race and knowledge","More knowledgeable Hispanics","77","1992","61.4","54.2","57.8","53.6"
"race and knowledge","More knowledgeable Hispanics","86","1996","73.7","48.3","61","62.7"
"race and knowledge","More knowledgeable Hispanics","46","2000","56.4","57.3","56.9","49.7"
"race and knowledge","More knowledgeable Hispanics","45","2004","55.2","56.9","56.1","49"
"race and knowledge","More knowledgeable Hispanics","139","2008","66","52.6","59.2","56.7"
"race and knowledge","More knowledgeable Hispanics","159","2012","67.1","37.2","52.3","65.1"
"race and knowledge","More knowledgeable Hispanics","268","2016","56.8","19.8","38.2","68.4"
"race and knowledge","More knowledgeable Hispanics","412","2020","52.7","34","43.2","59.2"
"race and knowledge","More knowledgeable Hispanics","312","2024","60","29","44.5","65.5"
"race and knowledge","Less knowledgeable others","1","1968","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","1","1972","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","3","1976","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","3","1980","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","24","1984","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","30","1988","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","18","1992","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","12","1996","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","29","2000","55","64.3","59.7","45.4"
"race and knowledge","Less knowledgeable others","23","2004","51.1","60.7","55.9","45.2"
"race and knowledge","Less knowledgeable others","44","2008","66.9","43.6","55.3","61.7"
"race and knowledge","Less knowledgeable others","23","2012","47.9","65.3","56.6","41.2"
"race and knowledge","Less knowledgeable others","95","2016","48.9","32.9","40.9","58"
"race and knowledge","Less knowledgeable others","205","2020","56.2","31.2","43.7","62.4"
"race and knowledge","Less knowledgeable others","144","2024","40.6","44.5","42.4","48.1"
"race and knowledge","More knowledgeable others","2","1968","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","7","1972","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","9","1976","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","12","1980","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","16","1984","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","20","1988","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","31","1992","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","24","1996","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","51","2000","58.2","51.4","54.6","53.3"
"race and knowledge","More knowledgeable others","22","2004","47.2","57.5","52.3","44.8"
"race and knowledge","More knowledgeable others","28","2008","59.3","50.2","54.6","54.6"
"race and knowledge","More knowledgeable others","69","2012","67.4","38.2","52.8","64.6"
"race and knowledge","More knowledgeable others","235","2016","43.6","28.6","36.1","57.5"
"race and knowledge","More knowledgeable others","487","2020","52.2","34.8","43.1","58.4"
"race and knowledge","More knowledgeable others","244","2024","52.3","34.8","43.5","58.8"
"age and region","18-29 in South","63","1968","51.5","62.6","57","44.4"
"age and region","18-29 in South","203","1972","48.4","66.3","57.2","41.2"
"age and region","18-29 in South","139","1976","68.6","59","63.6","54.9"
"age and region","18-29 in South","125","1980","62.3","57","59.6","52.6"
"age and region","18-29 in South","172","1984","58.2","57.8","57.8","50.4"
"age and region","18-29 in South","159","1988","56.1","64.1","60.2","45.9"
"age and region","18-29 in South","171","1992","56","56.4","56.2","49.7"
"age and region","18-29 in South","113","1996","60.4","53.3","57.1","53.8"
"age and region","18-29 in South","102","2000","57.1","55.8","56.4","50.6"
"age and region","18-29 in South","75","2004","62.4","47.4","54.8","57.5"
"age and region","18-29 in South","177","2008","62.1","49.3","55.7","56.3"
"age and region","18-29 in South","158","2012","62.9","47","55.1","58.1"
"age and region","18-29 in South","219","2016","38.9","41.5","40.1","48.5"
"age and region","18-29 in South","301","2020","47.1","31.8","39.5","57.7"
"age and region","18-29 in South","189","2024","42.5","43.8","43","49.2"
"age and region","18-29 in Nonsouth","187","1968","60","65.1","62.6","47.5"
"age and region","18-29 in Nonsouth","534","1972","54.1","60.1","57.1","47"
"age and region","18-29 in Nonsouth","436","1976","62","57.4","59.6","52.4"
"age and region","18-29 in Nonsouth","294","1980","51.2","51.5","51.3","49.9"
"age and region","18-29 in Nonsouth","379","1984","55","58.4","56.7","48.3"
"age and region","18-29 in Nonsouth","288","1988","56.2","59.1","57.7","48.5"
"age and region","18-29 in Nonsouth","314","1992","54.4","50.4","52.4","52"
"age and region","18-29 in Nonsouth","142","1996","61.2","47","54.4","57.4"
"age and region","18-29 in Nonsouth","177","2000","57.5","53.5","55.5","52"
"age and region","18-29 in Nonsouth","164","2004","55.1","43.7","49.3","55.8"
"age and region","18-29 in Nonsouth","232","2008","65","46.8","55.9","59.1"
"age and region","18-29 in Nonsouth","288","2012","62.8","43.5","53.1","59.7"
"age and region","18-29 in Nonsouth","429","2016","39.3","28.6","33.9","55.3"
"age and region","18-29 in Nonsouth","695","2020","46.8","31.2","38.9","57.8"
"age and region","18-29 in Nonsouth","360","2024","46.9","37.8","42.3","54.6"
"age and region","30-44 in South","85","1968","58.1","63.4","60.7","47.4"
"age and region","30-44 in South","170","1972","44","68.7","56.2","37.7"
"age and region","30-44 in South","134","1976","66","61.6","63.7","52.1"
"age and region","30-44 in South","114","1980","56.7","57.8","56.9","49.1"
"age and region","30-44 in South","194","1984","54.8","64.2","59.7","45.1"
"age and region","30-44 in South","222","1988","57.3","61.5","59.3","47.9"
"age and region","30-44 in South","275","1992","56.6","55.8","55.9","50.6"
"age and region","30-44 in South","209","1996","60","53.8","56.7","53"
"age and region","30-44 in South","204","2000","55.5","63","59.2","46.2"
"age and region","30-44 in South","99","2004","50.7","61","56.1","44.7"
"age and region","30-44 in South","292","2008","53.8","57.2","55.5","48.3"
"age and region","30-44 in South","219","2012","60.9","45.7","53.3","57.6"
"age and region","30-44 in South","339","2016","46.4","31.5","38.8","57.2"
"age and region","30-44 in South","616","2020","49","39.7","44.1","54.7"
"age and region","30-44 in South","425","2024","43.1","44.3","43.7","49.4"
"age and region","30-44 in Nonsouth","316","1968","65.4","64.9","65.2","50.2"
"age and region","30-44 in Nonsouth","502","1972","48.8","64.1","56.5","42.4"
"age and region","30-44 in Nonsouth","415","1976","61.5","61","61.4","50.1"
"age and region","30-44 in Nonsouth","321","1980","53.1","55.4","54.2","48.8"
"age and region","30-44 in Nonsouth","515","1984","55.5","62.2","58.9","46.6"
"age and region","30-44 in Nonsouth","482","1988","52.5","59.6","56.1","46.4"
"age and region","30-44 in Nonsouth","586","1992","53.9","50.1","51.9","52"
"age and region","30-44 in Nonsouth","403","1996","55.5","50.2","52.8","52.7"
"age and region","30-44 in Nonsouth","399","2000","53.8","56.1","55","48.8"
"age and region","30-44 in Nonsouth","209","2004","48.9","56.5","52.7","46.2"
"age and region","30-44 in Nonsouth","331","2008","63.2","45.2","54.3","59.1"
"age and region","30-44 in Nonsouth","357","2012","59.7","43.4","51.6","58.2"
"age and region","30-44 in Nonsouth","699","2016","47","29.9","38.4","58.5"
"age and region","30-44 in Nonsouth","1385","2020","46.6","38.2","42.3","54.2"
"age and region","30-44 in Nonsouth","891","2024","45.8","40","42.9","52.9"
"age and region","45-59 in South","70","1968","58.1","69.9","64","44.1"
"age and region","45-59 in South","140","1972","49.5","67.9","58.4","41.1"
"age and region","45-59 in South","111","1976","69.2","58","63.5","55.7"
"age and region","45-59 in South","83","1980","60.2","60.5","60.4","49.9"
"age and region","45-59 in South","117","1984","63.3","64.7","63.5","49.4"
"age and region","45-59 in South","110","1988","60.6","63.3","61.9","48.6"
"age and region","45-59 in South","164","1992","60.1","54.9","57.2","53"
"age and region","45-59 in South","125","1996","64.8","56.6","60.3","53.7"
"age and region","45-59 in South","142","2000","52.8","63.3","58","44.8"
"age and region","45-59 in South","98","2004","47","65.2","55.8","41.1"
"age and region","45-59 in South","283","2008","49.9","57.4","53.7","46.2"
"age and region","45-59 in South","197","2012","62.1","46.1","54.1","58"
"age and region","45-59 in South","330","2016","41.9","41.7","41.7","49.8"
"age and region","45-59 in South","569","2020","42.7","53.9","48.1","44.3"
"age and region","45-59 in South","375","2024","44.7","45.6","45.1","49.6"
"age and region","45-59 in Nonsouth","286","1968","62.1","66.4","64.2","47.9"
"age and region","45-59 in Nonsouth","484","1972","47.4","67.3","57.2","40.1"
"age and region","45-59 in Nonsouth","384","1976","62.3","60.9","61.5","50.7"
"age and region","45-59 in Nonsouth","237","1980","53.7","57.4","55.5","48.1"
"age and region","45-59 in Nonsouth","297","1984","58.4","60.8","59.6","48.9"
"age and region","45-59 in Nonsouth","253","1988","58","60.1","59.1","48.9"
"age and region","45-59 in Nonsouth","346","1992","54.4","50.8","52.6","51.8"
"age and region","45-59 in Nonsouth","267","1996","58","52.6","55.4","52.7"
"age and region","45-59 in Nonsouth","349","2000","58.6","53.1","55.9","52.9"
"age and region","45-59 in Nonsouth","254","2004","53.2","55.9","54.4","48.8"
"age and region","45-59 in Nonsouth","385","2008","59.2","49","54","55"
"age and region","45-59 in Nonsouth","335","2012","54.3","50.4","52.3","51.9"
"age and region","45-59 in Nonsouth","786","2016","41.6","37.7","39.6","51.8"
"age and region","45-59 in Nonsouth","1318","2020","48.2","43.2","45.5","52.3"
"age and region","45-59 in Nonsouth","824","2024","47.7","39.3","43.3","54.4"
"age and region","60+ in South","108","1968","60.3","65.5","62.8","47.7"
"age and region","60+ in South","164","1972","45.8","73.1","59.1","36.7"
"age and region","60+ in South","162","1976","66.5","60.6","63.3","53"
"age and region","60+ in South","109","1980","66.7","58.3","62.1","53.8"
"age and region","60+ in South","142","1984","66.8","62.3","63.8","52.4"
"age and region","60+ in South","126","1988","59.5","63.7","60.6","48.3"
"age and region","60+ in South","160","1992","62.9","55.7","59.1","53.8"
"age and region","60+ in South","142","1996","67.8","52.9","60","57.1"
"age and region","60+ in South","130","2000","57.8","61","58.5","47.9"
"age and region","60+ in South","107","2004","49.9","66.8","58.4","41.5"
"age and region","60+ in South","253","2008","51.6","59.7","55.3","45.8"
"age and region","60+ in South","162","2012","44.4","59.4","51.9","42.6"
"age and region","60+ in South","411","2016","38.4","48.9","43.6","44.8"
"age and region","60+ in South","905","2020","46.5","52.2","49","47.2"
"age and region","60+ in South","667","2024","44.1","48.1","46","48"
"age and region","60+ in Nonsouth","192","1968","64.1","72.4","68.1","45.8"
"age and region","60+ in Nonsouth","428","1972","48.2","69.6","58.7","39.2"
"age and region","60+ in Nonsouth","383","1976","60.9","65.2","63","48.1"
"age and region","60+ in Nonsouth","260","1980","61.4","57.5","59.3","51.8"
"age and region","60+ in Nonsouth","383","1984","57.8","62.3","60","47.9"
"age and region","60+ in Nonsouth","341","1988","60.2","59.4","59.7","50.4"
